Core Based Statistical Area,Pollutant,Trend Statistic,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021,2022,State,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y
"San Francisco-Oakland-Hayward, CA",NO2,98th Percentile,50.0,52.0,50.0,49.0,45.0,44.0,46.0,45.0,45.0,41.0,44.0,47.0,43.0,44.0,45.0,38.0,36.0,41.0,45.0,37.0,34.0,31.0,33.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Francisco-Oakland-Hayward, CA",O3,4th Max,0.058,0.063,0.063,0.066,0.062,0.058,0.064,0.057,0.066,0.065,0.062,0.061,0.058,0.057,0.065,0.063,0.06,0.061,0.055,0.061,0.061,0.063,0.056,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Francisco-Oakland-Hayward, CA",PM10,2nd Max,46.3,66.7,61.0,37.3,42.0,35.3,52.3,51.0,36.0,31.3,32.0,34.3,37.0,34.7,31.3,29.3,22.0,42.2,53.7,33.7,46.7,25.7,26.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Francisco-Oakland-Hayward, CA",PM2.5,Weighted Annual Mean,11.2,11.6,12.9,9.4,10.0,9.1,9.6,8.6,9.6,9.0,8.4,8.5,7.5,9.2,7.2,7.7,7.3,9.8,11.7,7.0,10.5,7.3,7.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Francisco-Oakland-Hayward, CA",PM2.5,98th Percentile,49.0,63.0,55.0,33.0,36.0,35.0,39.0,39.0,30.0,31.0,27.0,26.0,22.0,28.0,22.0,26.0,16.0,33.0,71.0,17.0,53.0,20.0,20.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Francisco-Oakland-Hayward, CA",SO2,99th Percentile,15.0,18.0,18.0,17.0,19.0,18.0,20.0,17.0,16.0,11.0,11.0,9.0,8.0,9.0,11.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Jose-Sunnyvale-Santa Clara, CA",O3,4th Max,0.067,0.074,0.08,0.078,0.071,0.064,0.079,0.066,0.073,0.071,0.073,0.065,0.064,0.064,0.069,0.068,0.064,0.067,0.06,0.062,0.067,0.068,0.062,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",NO2,Annual Mean,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",NO2,98th Percentile,37.0,37.0,36.0,33.0,33.0,32.0,30.0,29.0,29.0,30.0,26.0,28.0,26.0,30.0,25.0,22.0,19.0,23.0,20.0,17.0,17.0,16.0,17.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",O3,4th Max,0.062,0.069,0.067,0.067,0.067,0.062,0.063,0.061,0.065,0.061,0.063,0.06,0.058,0.057,0.062,0.06,0.06,0.06,0.057,0.057,0.06,0.056,0.055,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",SO2,99th Percentile,99.0,110.0,114.0,100.0,106.0,104.0,102.0,71.0,28.0,5.0,4.0,4.0,5.0,53.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Cruz-Watsonville, CA",O3,4th Max,0.057,0.056,0.054,0.059,0.061,0.051,0.054,0.053,0.057,0.057,0.054,0.056,0.049,0.049,0.062,0.057,0.052,0.06,0.054,0.052,0.048,0.052,0.047,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Cruz-Watsonville, CA",PM2.5,Weighted Annual Mean,7.9,9.1,8.6,7.4,7.2,7.0,6.8,6.4,6.8,5.7,6.5,6.5,5.8,6.7,5.4,4.9,5.3,7.1,8.3,6.5,8.2,4.9,5.5,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Cruz-Watsonville, CA",PM2.5,98th Percentile,18.0,23.0,22.0,14.0,13.0,13.0,13.0,16.0,13.0,12.0,13.0,14.0,12.0,14.0,12.0,10.0,11.0,21.0,41.0,12.0,52.0,12.0,12.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Maria-Santa Barbara, CA",CO,2nd Max,1.1,1.1,1.2,1.0,0.9,0.8,1.3,1.1,1.1,0.7,0.5,0.6,0.6,0.6,0.6,0.5,3.2,1.3,0.7,0.5,0.7,0.6,0.6,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Maria-Santa Barbara, CA",NO2,Annual Mean,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Maria-Santa Barbara, CA",NO2,98th Percentile,30.0,33.0,33.0,32.0,32.0,30.0,29.0,31.0,29.0,25.0,23.0,26.0,26.0,27.0,28.0,25.0,24.0,27.0,23.0,23.0,24.0,20.0,20.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Maria-Santa Barbara, CA",O3,4th Max,0.066,0.065,0.063,0.067,0.07,0.06,0.061,0.064,0.065,0.066,0.063,0.058,0.058,0.058,0.066,0.06,0.059,0.058,0.054,0.056,0.057,0.051,0.053,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Maria-Santa Barbara, CA",PM2.5,Weighted Annual Mean,9.9,10.4,9.5,8.6,7.5,7.5,7.5,7.9,7.9,6.9,6.2,7.7,7.6,7.6,7.8,7.7,7.0,7.3,7.0,4.8,7.9,7.9,7.9,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Maria-Santa Barbara, CA",PM2.5,98th Percentile,19.0,23.0,19.0,16.0,13.0,13.0,13.0,16.0,15.0,14.0,13.0,15.0,17.0,16.0,15.0,16.0,15.0,17.0,19.0,12.0,36.0,36.0,36.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Maria-Santa Barbara, CA",SO2,99th Percentile,4.0,8.0,7.0,5.0,11.0,7.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Santa Rosa, CA",PM10,2nd Max,32.3,35.7,29.3,25.0,25.3,27.3,27.7,26.7,31.3,22.0,26.0,34.7,26.0,26.7,35.0,47.7,39.0,122.0,189.7,45.3,120.0,44.7,31.3,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Savannah, GA",O3,4th Max,0.079,0.067,0.065,0.07,0.071,0.068,0.069,0.065,0.067,0.062,0.065,0.065,0.063,0.059,0.057,0.058,0.058,0.057,0.058,0.06,0.054,0.058,0.058,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Savannah, GA",SO2,99th Percentile,63.0,72.0,80.0,70.0,67.0,63.0,64.0,60.0,67.0,60.0,83.0,62.0,78.0,57.0,44.0,31.0,29.0,36.0,32.0,25.0,21.0,32.0,32.0,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Scranton--Wilkes-Barre--Hazleton, PA",CO,2nd Max,2.1,1.8,1.6,1.5,1.8,1.5,1.4,1.5,1.0,0.8,0.9,0.8,0.8,1.3,1.0,1.2,0.9,0.7,1.0,0.8,0.8,0.9,0.9,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Scranton--Wilkes-Barre--Hazleton, PA",NO2,Annual Mean,15.0,15.0,14.0,14.0,12.0,13.0,10.0,11.0,12.0,10.0,9.0,10.0,9.0,8.0,11.0,11.0,10.0,9.0,8.0,8.0,9.0,9.0,10.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Scranton--Wilkes-Barre--Hazleton, PA",NO2,98th Percentile,50.0,58.0,59.0,50.0,46.0,50.0,45.0,47.0,44.0,46.0,43.0,45.0,36.0,40.0,45.0,49.0,46.0,43.0,39.0,42.0,43.0,47.0,44.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Scranton--Wilkes-Barre--Hazleton, PA",O3,4th Max,0.074,0.087,0.092,0.076,0.072,0.08,0.071,0.075,0.075,0.061,0.07,0.068,0.071,0.065,0.06,0.068,0.068,0.06,0.063,0.059,0.056,0.059,0.058,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Scranton--Wilkes-Barre--Hazleton, PA",PM10,2nd Max,45.0,65.0,69.0,77.0,50.0,58.0,56.0,57.0,44.0,39.0,48.0,45.0,34.0,45.0,32.0,34.0,31.0,27.0,32.0,26.0,37.0,36.0,36.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Scranton--Wilkes-Barre--Hazleton, PA",PM2.5,Weighted Annual Mean,11.7,12.7,12.8,12.4,11.6,12.5,10.6,11.3,10.1,9.3,9.7,9.3,8.3,9.2,9.8,10.4,8.2,8.6,8.3,6.5,6.9,7.9,7.6,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Scranton--Wilkes-Barre--Hazleton, PA",PM2.5,98th Percentile,32.0,37.0,45.0,34.0,31.0,33.0,29.0,32.0,28.0,23.0,28.0,23.0,20.0,24.0,24.0,25.0,19.0,17.0,20.0,17.0,19.0,20.0,16.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Scranton--Wilkes-Barre--Hazleton, PA",SO2,99th Percentile,36.0,49.0,40.0,42.0,39.0,42.0,41.0,40.0,36.0,26.0,17.0,13.0,10.0,7.0,9.0,10.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Seattle-Tacoma-Bellevue, WA",O3,4th Max,0.06,0.059,0.06,0.07,0.064,0.055,0.066,0.059,0.057,0.061,0.056,0.052,0.058,0.053,0.056,0.061,0.055,0.072,0.065,0.052,0.056,0.061,0.063,WA,745.5,745.8,749.1,752.3,724.6,738.4,723.9,732.4,741.0,724.0,716.0,727.5,726.5,735.3,737.8,761.4,751.5,769.6,754.8,765.1,820.8
"Seattle-Tacoma-Bellevue, WA",PM2.5,Weighted Annual Mean,11.9,10.7,10.5,9.8,10.3,10.3,9.2,8.8,8.5,8.9,7.2,7.5,7.6,8.7,7.9,7.9,6.2,8.2,8.0,7.5,9.1,6.0,8.4,WA,745.5,745.8,749.1,752.3,724.6,738.4,723.9,732.4,741.0,724.0,716.0,727.5,726.5,735.3,737.8,761.4,751.5,769.6,754.8,765.1,820.8
"Seattle-Tacoma-Bellevue, WA",PM2.5,98th Percentile,38.0,34.0,35.0,31.0,32.0,32.0,31.0,32.0,28.0,33.0,21.0,24.0,22.0,27.0,25.0,27.0,19.0,34.0,37.0,22.0,46.0,18.0,32.0,WA,745.5,745.8,749.1,752.3,724.6,738.4,723.9,732.4,741.0,724.0,716.0,727.5,726.5,735.3,737.8,761.4,751.5,769.6,754.8,765.1,820.8
"Sebastian-Vero Beach, FL",O3,4th Max,0.036,0.036,0.026,0.028,0.035,0.04,0.051,0.031,0.043,0.038,0.04,0.065,0.067,0.063,0.064,0.058,0.062,0.063,0.064,0.059,0.059,0.061,0.057,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Sebring, FL",O3,4th Max,0.056,0.056,0.064,0.074,0.071,0.071,0.077,0.07,0.073,0.062,0.066,0.064,0.062,0.061,0.06,0.058,0.063,0.061,0.06,0.059,0.059,0.059,0.058,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Sevierville, TN",O3,4th Max,0.098,0.09,0.1,0.082,0.074,0.079,0.081,0.087,0.08,0.069,0.078,0.076,0.07,0.064,0.067,0.066,0.068,0.063,0.066,0.062,0.06,0.06,0.064,TN,971.1,959.0,976.7,980.1,944.5,955.8,933.5,924.4,941.5,924.3,938.8,945.5,959.6,976.1,987.3,1008.6,1020.2,1043.7,1049.9,1053.3,1222.7
"Sheboygan, WI",O3,4th Max,0.09,0.102,0.105,0.093,0.078,0.097,0.083,0.088,0.075,0.074,0.085,0.084,0.093,0.078,0.072,0.081,0.085,0.075,0.083,0.068,0.076,0.073,0.077,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Sheridan, WY",PM2.5,Weighted Annual Mean,12.1,11.0,10.1,10.1,10.0,9.5,9.7,9.4,8.0,8.4,8.7,7.7,8.3,6.7,6.5,7.5,6.9,7.7,7.2,6.0,6.4,6.5,6.5,WY,793.9,814.5,834.8,828.7,776.9,797.2,824.8,797.6,774.1,765.0,787.4,772.1,777.4,775.1,798.8,815.2,806.5,823.0,877.6,884.8,1027.4
"Sheridan, WY",PM2.5,98th Percentile,35.0,40.0,28.0,26.0,39.0,33.0,24.0,27.0,24.0,21.0,27.0,23.0,19.0,17.0,19.0,25.0,23.0,25.0,21.0,18.0,34.0,29.0,29.0,WY,793.9,814.5,834.8,828.7,776.9,797.2,824.8,797.6,774.1,765.0,787.4,772.1,777.4,775.1,798.8,815.2,806.5,823.0,877.6,884.8,1027.4
"Shreveport-Bossier City, LA",O3,4th Max,0.09,0.081,0.076,0.08,0.072,0.082,0.084,0.073,0.069,0.073,0.078,0.083,0.071,0.068,0.066,0.066,0.064,0.065,0.066,0.06,0.056,0.06,0.062,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Sierra Vista-Douglas, AZ",O3,4th Max,0.071,0.067,0.074,0.073,0.07,0.072,0.074,0.067,0.068,0.065,0.071,0.075,0.074,0.072,0.068,0.065,0.064,0.067,0.067,0.066,0.066,0.066,0.065,AZ,789.4,778.6,793.4,787.5,764.2,784.8,769.0,738.6,729.6,722.3,731.6,746.3,756.1,762.6,765.6,795.2,817.3,823.2,826.6,827.6,1020.7
"Somerset, KY",O3,4th Max,0.087,0.077,0.081,0.075,0.066,0.075,0.064,0.076,0.066,0.061,0.066,0.067,0.075,0.061,0.063,0.062,0.063,0.059,0.06,0.057,0.056,0.06,0.058,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Somerset, PA",O3,4th Max,0.024,0.021,0.027,0.025,0.027,0.02,0.016,0.032,0.031,0.016,0.026,0.067,0.069,0.061,0.062,0.058,0.067,0.066,0.063,0.06,0.056,0.062,0.059,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Sonora, CA",O3,4th Max,0.085,0.079,0.09,0.087,0.075,0.081,0.079,0.084,0.098,0.077,0.072,0.074,0.075,0.07,0.075,0.076,0.088,0.077,0.084,0.069,0.08,0.068,0.061,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Spartanburg, SC",O3,4th Max,0.089,0.09,0.093,0.079,0.082,0.082,0.085,0.083,0.085,0.067,0.076,0.081,0.063,0.065,0.065,0.067,0.069,0.064,0.062,0.063,0.064,0.063,0.063,SC,920.9,900.7,918.6,918.3,885.2,906.5,889.5,887.4,889.6,881.3,899.7,899.1,914.5,933.7,940.6,964.0,970.1,984.0,996.0,989.8,1173.3
"Spokane-Spokane Valley, WA",O3,4th Max,0.065,0.069,0.065,0.074,0.065,0.063,0.066,0.064,0.058,0.057,0.058,0.056,0.063,0.062,0.06,0.065,0.055,0.067,0.068,0.056,0.055,0.069,0.059,WA,745.5,745.8,749.1,752.3,724.6,738.4,723.9,732.4,741.0,724.0,716.0,727.5,726.5,735.3,737.8,761.4,751.5,769.6,754.8,765.1,820.8
"Springfield, MA",NO2,Annual Mean,9.0,11.0,11.0,9.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,MA,892.7,887.1,887.1,876.5,850.1,841.3,833.8,822.8,827.3,802.6,803.1,815.3,800.1,815.3,818.3,850.8,836.2,857.2,857.0,850.6,989.7
"Springfield, MA",NO2,98th Percentile,51.0,51.0,46.0,44.0,43.0,40.0,38.0,36.0,37.0,34.0,31.0,44.0,27.0,33.0,29.0,35.0,34.0,29.0,30.0,26.0,28.0,24.0,27.0,MA,892.7,887.1,887.1,876.5,850.1,841.3,833.8,822.8,827.3,802.6,803.1,815.3,800.1,815.3,818.3,850.8,836.2,857.2,857.0,850.6,989.7
"Springfield, MA",O3,4th Max,0.08,0.092,0.102,0.079,0.081,0.09,0.088,0.093,0.079,0.076,0.075,0.07,0.075,0.07,0.067,0.071,0.073,0.071,0.068,0.066,0.061,0.064,0.065,MA,892.7,887.1,887.1,876.5,850.1,841.3,833.8,822.8,827.3,802.6,803.1,815.3,800.1,815.3,818.3,850.8,836.2,857.2,857.0,850.6,989.7
"Springfield, MA",PM2.5,Weighted Annual Mean,10.2,11.1,11.1,10.3,9.5,10.6,8.8,9.9,9.2,7.8,7.7,7.8,7.6,6.8,5.6,6.2,5.6,5.1,4.9,4.8,6.5,6.6,6.2,MA,892.7,887.1,887.1,876.5,850.1,841.3,833.8,822.8,827.3,802.6,803.1,815.3,800.1,815.3,818.3,850.8,836.2,857.2,857.0,850.6,989.7
"Springfield, MA",PM2.5,98th Percentile,29.0,33.0,37.0,33.0,25.0,26.0,29.0,29.0,26.0,25.0,25.0,21.0,17.0,17.0,17.0,16.0,13.0,13.0,14.0,13.0,18.0,18.0,16.0,MA,892.7,887.1,887.1,876.5,850.1,841.3,833.8,822.8,827.3,802.6,803.1,815.3,800.1,815.3,818.3,850.8,836.2,857.2,857.0,850.6,989.7
"Springfield, MA",SO2,99th Percentile,23.0,23.0,22.0,24.0,19.0,21.0,15.0,15.0,13.0,11.0,6.0,9.0,5.0,6.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,MA,892.7,887.1,887.1,876.5,850.1,841.3,833.8,822.8,827.3,802.6,803.1,815.3,800.1,815.3,818.3,850.8,836.2,857.2,857.0,850.6,989.7
"Springfield, MO",O3,4th Max,0.074,0.071,0.074,0.072,0.064,0.077,0.074,0.08,0.067,0.062,0.066,0.073,0.075,0.062,0.06,0.061,0.058,0.061,0.064,0.059,0.056,0.063,0.066,MO,980.6,974.7,985.8,973.5,938.6,943.9,935.9,920.0,955.1,910.3,923.1,929.1,931.5,950.4,961.8,984.1,982.7,1012.1,1030.2,1016.7,1201.1
"Springfield, OH",O3,4th Max,0.087,0.083,0.097,0.083,0.076,0.084,0.075,0.078,0.075,0.072,0.075,0.077,0.076,0.069,0.065,0.07,0.071,0.068,0.07,0.065,0.064,0.064,0.066,OH,952.4,948.7,962.2,954.2,928.1,951.1,930.4,926.3,953.2,929.5,942.3,965.2,974.5,978.8,987.6,1017.7,1029.5,1060.6,1063.0,1058.4,1228.9
"Springfield, OH",PM2.5,Weighted Annual Mean,14.8,14.8,15.1,14.1,13.5,16.7,13.1,14.6,12.7,12.4,13.1,12.3,10.4,10.1,10.0,8.9,8.4,8.1,9.6,9.8,7.4,9.6,8.3,OH,952.4,948.7,962.2,954.2,928.1,951.1,930.4,926.3,953.2,929.5,942.3,965.2,974.5,978.8,987.6,1017.7,1029.5,1060.6,1063.0,1058.4,1228.9
"Springfield, OH",PM2.5,98th Percentile,37.0,37.0,34.0,31.0,32.0,42.0,31.0,37.0,29.0,26.0,30.0,28.0,22.0,24.0,25.0,20.0,17.0,20.0,24.0,22.0,17.0,22.0,18.0,OH,952.4,948.7,962.2,954.2,928.1,951.1,930.4,926.3,953.2,929.5,942.3,965.2,974.5,978.8,987.6,1017.7,1029.5,1060.6,1063.0,1058.4,1228.9
"St. Cloud, MN",PM2.5,Weighted Annual Mean,10.8,10.8,9.2,8.9,8.2,9.3,7.9,8.3,8.9,8.7,8.2,8.9,8.4,6.4,6.2,5.8,5.6,5.8,6.5,5.7,5.8,8.9,6.6,MN,766.1,757.3,767.3,744.4,727.9,733.2,717.1,713.2,733.7,716.7,734.8,745.0,743.9,756.2,759.5,779.7,780.4,795.7,797.4,807.0,925.7
"St. Cloud, MN",PM2.5,98th Percentile,26.0,26.0,24.0,23.0,27.0,25.0,18.0,20.0,23.0,28.0,28.0,25.0,20.0,22.0,19.0,17.0,16.0,15.0,18.0,18.0,15.0,30.0,17.0,MN,766.1,757.3,767.3,744.4,727.9,733.2,717.1,713.2,733.7,716.7,734.8,745.0,743.9,756.2,759.5,779.7,780.4,795.7,797.4,807.0,925.7
"St. Marys, PA",O3,4th Max,0.034,0.031,0.028,0.029,0.031,0.032,0.009,0.028,0.018,0.031,0.033,0.064,0.071,0.065,0.064,0.067,0.067,0.064,0.065,0.058,0.053,0.062,0.06,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"State College, PA",NO2,Annual Mean,8.0,8.0,8.0,9.0,9.0,10.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"State College, PA",O3,4th Max,0.056,0.055,0.057,0.054,0.052,0.053,0.051,0.052,0.052,0.046,0.054,0.075,0.076,0.064,0.064,0.066,0.064,0.062,0.064,0.059,0.058,0.059,0.06,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"State College, PA",PM2.5,Weighted Annual Mean,13.7,13.7,11.8,13.6,13.3,13.4,11.4,11.9,10.8,9.4,9.1,9.5,9.8,8.6,8.7,8.4,7.2,8.5,8.7,9.8,7.2,8.2,7.9,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"State College, PA",PM2.5,98th Percentile,41.0,41.0,36.0,35.0,38.0,40.0,32.0,33.0,30.0,23.0,26.0,29.0,23.0,21.0,20.0,21.0,17.0,22.0,23.0,25.0,19.0,19.0,17.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
